news_id,publish_time,lifespan_end
N7813,2019-11-09 03:14:00,2019-11-10 15:14:00
N9809,2019-11-09 04:43:14,2019-11-10 16:43:14
N43248,2019-11-09 07:25:03,2019-11-10 19:25:03
N12549,2019-11-09 04:27:12,2019-11-10 16:27:12
N48887,2019-11-12 04:17:02,2019-11-13 16:17:02
N58155,2019-11-12 03:57:11,2019-11-13 15:57:11
N23129,2019-11-11 16:06:56,2019-11-13 04:06:56
N26415,2019-11-11 05:52:01,2019-11-12 17:52:01
N19423,2019-11-11 06:42:40,2019-11-12 18:42:40
N32806,2019-11-11 13:23:53,2019-11-13 01:23:53
N17821,2019-11-11 17:47:55,2019-11-13 05:47:55
N6929,2019-11-11 18:09:15,2019-11-13 06:09:15
N64748,2019-11-11 16:24:26,2019-11-13 04:24:26
N55488,2019-11-13 19:28:46,2019-11-15 07:28:46
N23820,2019-11-09 18:16:22,2019-11-11 06:16:22
N38496,2019-11-09 17:27:28,2019-11-11 05:27:28
N12850,2019-11-09 16:48:56,2019-11-11 04:48:56
N15990,2019-11-10 03:47:55,2019-11-11 15:47:55
N62358,2019-11-12 05:44:34,2019-11-13 17:44:34
N40438,2019-11-12 04:17:31,2019-11-13 16:17:31
N45475,2019-11-12 10:19:35,2019-11-13 22:19:35
N962,2019-11-11 16:24:26,2019-11-13 04:24:26
N22364,2019-11-12 16:18:02,2019-11-14 04:18:02
N33623,2019-11-12 08:36:27,2019-11-13 20:36:27
N21611,2019-11-10 23:46:02,2019-11-12 11:46:02
N28745,2019-11-12 06:00:38,2019-11-13 18:00:38
N57227,2019-11-12 07:04:15,2019-11-13 19:04:15
N39269,2019-11-12 08:48:14,2019-11-13 20:48:14
N51050,2019-11-12 13:37:38,2019-11-14 01:37:38
N13698,2019-11-11 17:20:09,2019-11-13 05:20:09
N32753,2019-11-09 00:24:15,2019-11-10 12:24:15
N54381,2019-11-11 16:01:29,2019-11-13 04:01:29
N61885,2019-11-11 09:14:15,2019-11-12 21:14:15
N49842,2019-11-09 00:04:46,2019-11-10 12:04:46
N57459,2019-11-09 03:56:00,2019-11-10 15:56:00
N61235,2019-11-11 16:33:43,2019-11-13 04:33:43
N62726,2019-11-11 18:37:40,2019-11-13 06:37:40
N53749,2019-11-11 15:10:15,2019-11-13 03:10:15
N48326,2019-11-11 17:02:05,2019-11-13 05:02:05
N60577,2019-11-11 16:07:20,2019-11-13 04:07:20
N65118,2019-11-11 05:05:43,2019-11-12 17:05:43
N51500,2019-11-11 18:06:57,2019-11-13 06:06:57
N21479,2019-11-11 16:01:29,2019-11-13 04:01:29
N55837,2019-11-11 16:42:29,2019-11-13 04:42:29
N59323,2019-11-10 06:03:59,2019-11-11 18:03:59
N26091,2019-11-09 00:24:15,2019-11-10 12:24:15
N33123,2019-11-10 16:10:03,2019-11-12 04:10:03
N51797,2019-11-09 11:51:26,2019-11-10 23:51:26
N10965,2019-11-11 17:49:45,2019-11-13 05:49:45
N31869,2019-11-12 17:35:57,2019-11-14 05:35:57
N6207,2019-11-12 16:57:40,2019-11-14 04:57:40
N58166,2019-11-10 16:20:46,2019-11-12 04:20:46
N15931,2019-11-09 19:41:57,2019-11-11 07:41:57
N44910,2019-11-10 15:05:22,2019-11-12 03:05:22
N37533,2019-11-09 00:36:31,2019-11-10 12:36:31
N46263,2019-11-14 06:54:28,2019-11-15 18:54:28
N17310,2019-11-14 07:17:08,2019-11-15 19:17:08
N12526,2019-11-13 04:17:07,2019-11-14 16:17:07
N3087,2019-11-14 04:20:28,2019-11-15 16:20:28
N31556,2019-11-13 11:42:33,2019-11-14 23:42:33
N18522,2019-11-13 16:45:10,2019-11-15 04:45:10
N47380,2019-11-14 06:57:54,2019-11-15 18:57:54
N52426,2019-11-14 06:27:43,2019-11-15 18:27:43
N24207,2019-11-11 16:12:13,2019-11-13 04:12:13
N50868,2019-11-11 05:54:58,2019-11-12 17:54:58
N21,2019-11-11 16:07:54,2019-11-13 04:07:54
N38337,2019-11-11 16:24:14,2019-11-13 04:24:14
N51750,2019-11-11 07:29:43,2019-11-12 19:29:43
N45016,2019-11-11 16:24:14,2019-11-13 04:24:14
N28788,2019-11-09 03:08:20,2019-11-10 15:08:20
N62838,2019-11-09 00:02:50,2019-11-10 12:02:50
N24104,2019-11-09 02:13:20,2019-11-10 14:13:20
N14523,2019-11-12 20:39:44,2019-11-14 08:39:44
N61429,2019-11-14 02:43:26,2019-11-15 14:43:26
N23391,2019-11-14 05:45:32,2019-11-15 17:45:32
N8029,2019-11-12 17:47:15,2019-11-14 05:47:15
N38697,2019-11-13 17:51:58,2019-11-15 05:51:58
N20209,2019-11-14 12:08:37,2019-11-16 00:08:37
N45023,2019-11-14 03:32:23,2019-11-15 15:32:23
N20236,2019-11-14 10:02:02,2019-11-15 22:02:02
N11542,2019-11-14 05:31:41,2019-11-15 17:31:41
N58848,2019-11-13 19:30:57,2019-11-15 07:30:57
N247,2019-11-13 19:30:57,2019-11-15 07:30:57
N5037,2019-11-14 11:30:05,2019-11-15 23:30:05
N22353,2019-11-13 16:12:52,2019-11-15 04:12:52
N59841,2019-11-14 05:45:32,2019-11-15 17:45:32
N18103,2019-11-10 23:46:02,2019-11-12 11:46:02
N47602,2019-11-11 17:04:00,2019-11-13 05:04:00
N55325,2019-11-13 22:27:33,2019-11-15 10:27:33
N1410,2019-11-13 02:15:42,2019-11-14 14:15:42
N31448,2019-11-12 07:04:15,2019-11-13 19:04:15
N53875,2019-11-13 16:50:12,2019-11-15 04:50:12
N32854,2019-11-13 18:31:32,2019-11-15 06:31:32
N17195,2019-11-12 04:10:43,2019-11-13 16:10:43
N397,2019-11-11 19:49:45,2019-11-13 07:49:45
N7470,2019-11-11 17:44:25,2019-11-13 05:44:25
N39537,2019-11-12 04:27:57,2019-11-13 16:27:57
N23593,2019-11-12 04:56:20,2019-11-13 16:56:20
N21402,2019-11-11 19:38:41,2019-11-13 07:38:41
N4635,2019-11-12 04:56:20,2019-11-13 16:56:20
N61397,2019-11-11 18:03:04,2019-11-13 06:03:04
N7462,2019-11-12 05:57:59,2019-11-13 17:57:59
N3748,2019-11-12 04:55:13,2019-11-13 16:55:13
N50508,2019-11-12 05:55:56,2019-11-13 17:55:56
N1767,2019-11-11 16:24:26,2019-11-13 04:24:26
N357,2019-11-11 05:05:43,2019-11-12 17:05:43
N16148,2019-11-12 17:47:15,2019-11-14 05:47:15
N50058,2019-11-14 04:22:26,2019-11-15 16:22:26
N39432,2019-11-14 05:31:41,2019-11-15 17:31:41
N36408,2019-11-13 21:50:09,2019-11-15 09:50:09
N29801,2019-11-12 19:29:18,2019-11-14 07:29:18
N55723,2019-11-13 16:06:46,2019-11-15 04:06:46
N35576,2019-11-13 19:30:57,2019-11-15 07:30:57
N12682,2019-11-14 04:51:25,2019-11-15 16:51:25
N291,2019-11-14 05:09:46,2019-11-15 17:09:46
N28281,2019-11-14 05:15:39,2019-11-15 17:15:39
N46736,2019-11-14 00:34:38,2019-11-15 12:34:38
N3516,2019-11-14 05:46:05,2019-11-15 17:46:05
N7272,2019-11-13 22:31:06,2019-11-15 10:31:06
N21030,2019-11-13 23:09:47,2019-11-15 11:09:47
N51572,2019-11-14 07:50:32,2019-11-15 19:50:32
N64095,2019-11-13 19:22:07,2019-11-15 07:22:07
N34581,2019-11-14 07:26:26,2019-11-15 19:26:26
N60592,2019-11-14 05:45:32,2019-11-15 17:45:32
N38699,2019-11-14 07:23:47,2019-11-15 19:23:47
N24014,2019-11-14 04:05:21,2019-11-15 16:05:21
N59142,2019-11-14 04:17:49,2019-11-15 16:17:49
N51253,2019-11-13 08:42:23,2019-11-14 20:42:23
N34092,2019-11-14 10:30:10,2019-11-15 22:30:10
N45891,2019-11-13 09:22:28,2019-11-14 21:22:28
N21141,2019-11-13 09:41:02,2019-11-14 21:41:02
N43301,2019-11-13 06:38:09,2019-11-14 18:38:09
N15810,2019-11-13 00:07:56,2019-11-14 12:07:56
N38808,2019-11-12 21:14:52,2019-11-14 09:14:52
N4854,2019-11-09 16:06:48,2019-11-11 04:06:48
N10350,2019-11-09 00:28:07,2019-11-10 12:28:07
N45211,2019-11-09 11:08:04,2019-11-10 23:08:04
N15457,2019-11-09 13:21:24,2019-11-11 01:21:24
N2205,2019-11-09 16:48:56,2019-11-11 04:48:56
N46142,2019-11-09 12:19:32,2019-11-11 00:19:32
N55380,2019-11-09 00:28:45,2019-11-10 12:28:45
N11484,2019-11-09 00:16:38,2019-11-10 12:16:38
N24455,2019-11-09 16:48:56,2019-11-11 04:48:56
N19911,2019-11-09 08:14:53,2019-11-10 20:14:53
N15405,2019-11-09 09:37:10,2019-11-10 21:37:10
N39655,2019-11-13 00:27:20,2019-11-14 12:27:20
N42117,2019-11-12 20:39:44,2019-11-14 08:39:44
N50381,2019-11-12 20:39:44,2019-11-14 08:39:44
N18403,2019-11-13 05:36:01,2019-11-14 17:36:01
N9009,2019-11-12 16:57:40,2019-11-14 04:57:40
N40387,2019-11-13 04:11:57,2019-11-14 16:11:57
N29447,2019-11-13 08:03:12,2019-11-14 20:03:12
N37609,2019-11-13 05:57:21,2019-11-14 17:57:21
N56040,2019-11-13 00:27:20,2019-11-14 12:27:20
N35767,2019-11-12 20:38:07,2019-11-14 08:38:07
N24276,2019-11-12 19:45:42,2019-11-14 07:45:42
N3285,2019-11-12 17:35:57,2019-11-14 05:35:57
N55147,2019-11-12 16:57:40,2019-11-14 04:57:40
N25040,2019-11-13 04:21:53,2019-11-14 16:21:53
N45442,2019-11-12 16:57:40,2019-11-14 04:57:40
N18573,2019-11-13 04:07:00,2019-11-14 16:07:00
N10913,2019-11-12 16:57:40,2019-11-14 04:57:40
N64632,2019-11-12 22:27:55,2019-11-14 10:27:55
N28046,2019-11-12 15:27:08,2019-11-14 03:27:08
N2562,2019-11-12 20:39:44,2019-11-14 08:39:44
N1046,2019-11-12 16:57:40,2019-11-14 04:57:40
N61027,2019-11-12 19:04:17,2019-11-14 07:04:17
N8656,2019-11-13 04:59:28,2019-11-14 16:59:28
N40495,2019-11-10 16:03:26,2019-11-12 04:03:26
N7840,2019-11-10 17:19:47,2019-11-12 05:19:47
N2476,2019-11-11 08:09:25,2019-11-12 20:09:25
N38511,2019-11-11 08:01:43,2019-11-12 20:01:43
N36932,2019-11-11 12:23:27,2019-11-13 00:23:27
N37659,2019-11-11 06:19:00,2019-11-12 18:19:00
N44764,2019-11-11 09:33:25,2019-11-12 21:33:25
N56636,2019-11-11 04:32:49,2019-11-12 16:32:49
N10215,2019-11-11 16:17:12,2019-11-13 04:17:12
N49545,2019-11-11 16:17:12,2019-11-13 04:17:12
N1952,2019-11-14 11:02:16,2019-11-15 23:02:16
N61828,2019-11-13 02:01:55,2019-11-14 14:01:55
N57716,2019-11-13 03:50:44,2019-11-14 15:50:44
N23508,2019-11-12 18:19:04,2019-11-14 06:19:04
N48114,2019-11-13 09:28:14,2019-11-14 21:28:14
N62341,2019-11-13 08:21:06,2019-11-14 20:21:06
N25561,2019-11-13 07:30:42,2019-11-14 19:30:42
N55261,2019-11-11 07:59:22,2019-11-12 19:59:22
N40973,2019-11-09 00:05:52,2019-11-10 12:05:52
N48533,2019-11-13 08:30:14,2019-11-14 20:30:14
N2021,2019-11-13 17:18:49,2019-11-15 05:18:49
N36740,2019-11-14 03:13:46,2019-11-15 15:13:46
N41285,2019-11-14 03:01:11,2019-11-15 15:01:11
N3580,2019-11-09 02:13:20,2019-11-10 14:13:20
N47721,2019-11-13 16:29:00,2019-11-15 04:29:00
N62003,2019-11-13 04:30:06,2019-11-14 16:30:06
N9914,2019-11-14 07:00:31,2019-11-15 19:00:31
N14535,2019-11-13 03:11:45,2019-11-14 15:11:45
N36793,2019-11-14 05:11:14,2019-11-15 17:11:14
N60256,2019-11-13 17:18:49,2019-11-15 05:18:49
N41697,2019-11-13 14:49:49,2019-11-15 02:49:49
N65049,2019-11-13 01:19:27,2019-11-14 13:19:27
N57014,2019-11-13 17:31:06,2019-11-15 05:31:06
N43487,2019-11-13 15:51:37,2019-11-15 03:51:37
N55976,2019-11-09 11:59:19,2019-11-10 23:59:19
N13337,2019-11-09 02:04:34,2019-11-10 14:04:34
N11606,2019-11-13 17:15:27,2019-11-15 05:15:27
N43926,2019-11-13 10:31:35,2019-11-14 22:31:35
N62750,2019-11-13 16:29:00,2019-11-15 04:29:00
N37416,2019-11-13 03:55:06,2019-11-14 15:55:06
N8643,2019-11-12 20:39:44,2019-11-14 08:39:44
N3589,2019-11-13 05:03:27,2019-11-14 17:03:27
N63044,2019-11-13 04:48:01,2019-11-14 16:48:01
N9790,2019-11-13 05:51:12,2019-11-14 17:51:12
N16272,2019-11-12 16:05:30,2019-11-14 04:05:30
N62194,2019-11-13 10:05:40,2019-11-14 22:05:40
N6651,2019-11-13 04:21:53,2019-11-14 16:21:53
N26227,2019-11-12 16:14:42,2019-11-14 04:14:42
N17072,2019-11-13 03:05:31,2019-11-14 15:05:31
N26224,2019-11-12 20:56:12,2019-11-14 08:56:12
N10674,2019-11-12 16:57:40,2019-11-14 04:57:40
N51773,2019-11-13 04:17:55,2019-11-14 16:17:55
N6387,2019-11-13 07:49:32,2019-11-14 19:49:32
N16790,2019-11-09 00:45:46,2019-11-10 12:45:46
N22632,2019-11-13 06:22:07,2019-11-14 18:22:07
N39177,2019-11-10 13:03:58,2019-11-12 01:03:58
N54693,2019-11-11 09:45:10,2019-11-12 21:45:10
N61229,2019-11-10 19:35:06,2019-11-12 07:35:06
N62485,2019-11-09 00:36:31,2019-11-10 12:36:31
N22111,2019-11-10 14:52:46,2019-11-12 02:52:46
N30809,2019-11-11 08:56:05,2019-11-12 20:56:05
N58478,2019-11-10 16:06:09,2019-11-12 04:06:09
N62408,2019-11-10 16:52:49,2019-11-12 04:52:49
N33983,2019-11-11 03:17:57,2019-11-12 15:17:57
N41378,2019-11-11 10:01:57,2019-11-12 22:01:57
N35535,2019-11-10 16:06:09,2019-11-12 04:06:09
N49704,2019-11-13 05:51:12,2019-11-14 17:51:12
N18377,2019-11-12 03:22:50,2019-11-13 15:22:50
N29961,2019-11-12 16:12:19,2019-11-14 04:12:19
N26626,2019-11-12 04:53:11,2019-11-13 16:53:11
N57917,2019-11-12 07:50:25,2019-11-13 19:50:25
N43638,2019-11-11 08:17:41,2019-11-12 20:17:41
N27515,2019-11-12 19:06:40,2019-11-14 07:06:40
N19903,2019-11-12 16:37:04,2019-11-14 04:37:04
N35294,2019-11-12 04:53:11,2019-11-13 16:53:11
N55207,2019-11-10 18:23:32,2019-11-12 06:23:32
N25128,2019-11-11 12:37:53,2019-11-13 00:37:53
N52149,2019-11-11 12:58:09,2019-11-13 00:58:09
N58003,2019-11-11 05:00:58,2019-11-12 17:00:58
N26233,2019-11-12 17:47:15,2019-11-14 05:47:15
N670,2019-11-13 13:12:24,2019-11-15 01:12:24
N38999,2019-11-12 19:29:18,2019-11-14 07:29:18
N18649,2019-11-13 15:03:06,2019-11-15 03:03:06
N6816,2019-11-13 12:37:53,2019-11-15 00:37:53
N44257,2019-11-13 13:44:48,2019-11-15 01:44:48
N39955,2019-11-13 11:23:38,2019-11-14 23:23:38
N976,2019-11-12 17:47:15,2019-11-14 05:47:15
N44746,2019-11-11 15:01:03,2019-11-13 03:01:03
N52787,2019-11-11 04:15:02,2019-11-12 16:15:02
N61648,2019-11-10 16:29:53,2019-11-12 04:29:53
N45159,2019-11-09 22:18:15,2019-11-11 10:18:15
N12767,2019-11-10 16:03:21,2019-11-12 04:03:21
N32030,2019-11-09 16:48:56,2019-11-11 04:48:56
N49354,2019-11-10 16:01:00,2019-11-12 04:01:00
N63478,2019-11-09 17:19:38,2019-11-11 05:19:38
N1951,2019-11-10 15:06:38,2019-11-12 03:06:38
N7685,2019-11-12 03:57:11,2019-11-13 15:57:11
N13689,2019-11-09 02:05:18,2019-11-10 14:05:18
N5044,2019-11-14 07:11:59,2019-11-15 19:11:59
N6471,2019-11-14 06:43:31,2019-11-15 18:43:31
N58283,2019-11-09 03:23:31,2019-11-10 15:23:31
N32031,2019-11-11 17:08:26,2019-11-13 05:08:26
N16138,2019-11-11 04:20:52,2019-11-12 16:20:52
N3737,2019-11-09 00:31:29,2019-11-10 12:31:29
N20614,2019-11-14 06:40:11,2019-11-15 18:40:11
N1020,2019-11-14 01:46:59,2019-11-15 13:46:59
N4238,2019-11-14 05:46:19,2019-11-15 17:46:19
N61922,2019-11-14 05:45:32,2019-11-15 17:45:32
N8074,2019-11-13 19:30:57,2019-11-15 07:30:57
N17986,2019-11-13 19:30:57,2019-11-15 07:30:57
N39204,2019-11-14 08:02:57,2019-11-15 20:02:57
N41040,2019-11-13 08:22:05,2019-11-14 20:22:05
N3045,2019-11-09 03:23:31,2019-11-10 15:23:31
N61949,2019-11-14 04:51:25,2019-11-15 16:51:25
N43984,2019-11-14 07:17:40,2019-11-15 19:17:40
N1573,2019-11-14 09:36:03,2019-11-15 21:36:03
N54534,2019-11-14 07:11:59,2019-11-15 19:11:59
N42410,2019-11-14 05:45:32,2019-11-15 17:45:32
N26896,2019-11-14 06:42:33,2019-11-15 18:42:33
N19300,2019-11-09 02:45:18,2019-11-10 14:45:18
N57981,2019-11-14 07:28:25,2019-11-15 19:28:25
N27063,2019-11-14 05:46:05,2019-11-15 17:46:05
N7852,2019-11-14 04:51:25,2019-11-15 16:51:25
N36836,2019-11-09 02:05:18,2019-11-10 14:05:18
N8711,2019-11-14 07:11:59,2019-11-15 19:11:59
N32005,2019-11-14 05:37:38,2019-11-15 17:37:38
N57026,2019-11-09 03:30:48,2019-11-10 15:30:48
N27101,2019-11-09 00:51:37,2019-11-10 12:51:37
N15108,2019-11-11 17:47:55,2019-11-13 05:47:55
N24532,2019-11-14 03:43:52,2019-11-15 15:43:52
N14846,2019-11-13 02:15:42,2019-11-14 14:15:42
N58301,2019-11-12 04:53:30,2019-11-13 16:53:30
N57226,2019-11-11 16:07:20,2019-11-13 04:07:20
N30454,2019-11-13 16:03:21,2019-11-15 04:03:21
N33312,2019-11-12 14:16:46,2019-11-14 02:16:46
N12354,2019-11-13 08:55:48,2019-11-14 20:55:48
N52582,2019-11-14 06:03:12,2019-11-15 18:03:12
N21375,2019-11-14 01:00:34,2019-11-15 13:00:34
N47870,2019-11-13 14:18:59,2019-11-15 02:18:59
N63748,2019-11-13 02:15:42,2019-11-14 14:15:42
N13604,2019-11-13 13:06:36,2019-11-15 01:06:36
N10123,2019-11-12 13:02:34,2019-11-14 01:02:34
N41133,2019-11-13 04:59:28,2019-11-14 16:59:28
N4820,2019-11-14 07:09:38,2019-11-15 19:09:38
N8928,2019-11-13 06:33:15,2019-11-14 18:33:15
N20526,2019-11-13 13:11:04,2019-11-15 01:11:04
N51772,2019-11-13 14:24:26,2019-11-15 02:24:26
N34925,2019-11-12 12:33:17,2019-11-14 00:33:17
N64296,2019-11-13 16:30:27,2019-11-15 04:30:27
N20729,2019-11-09 00:03:28,2019-11-10 12:03:28
N15948,2019-11-12 04:53:30,2019-11-13 16:53:30
N11856,2019-11-11 20:28:51,2019-11-13 08:28:51
N25428,2019-11-09 00:59:42,2019-11-10 12:59:42
N61463,2019-11-11 18:09:15,2019-11-13 06:09:15
N28910,2019-11-09 00:02:50,2019-11-10 12:02:50
N27638,2019-11-13 07:42:16,2019-11-14 19:42:16
N28403,2019-11-13 04:53:04,2019-11-14 16:53:04
N51006,2019-11-13 05:39:07,2019-11-14 17:39:07
N16328,2019-11-12 20:56:12,2019-11-14 08:56:12
N52442,2019-11-13 05:31:44,2019-11-14 17:31:44
N47923,2019-11-13 11:42:33,2019-11-14 23:42:33
N48684,2019-11-12 17:47:15,2019-11-14 05:47:15
N27540,2019-11-13 07:25:32,2019-11-14 19:25:32
N31395,2019-11-11 21:43:05,2019-11-13 09:43:05
N31183,2019-11-12 17:47:15,2019-11-14 05:47:15
N6916,2019-11-13 03:12:59,2019-11-14 15:12:59
N14674,2019-11-11 03:29:04,2019-11-12 15:29:04
N55309,2019-11-12 03:57:11,2019-11-13 15:57:11
N17168,2019-11-11 19:38:41,2019-11-13 07:38:41
N10333,2019-11-12 10:34:38,2019-11-13 22:34:38
N30713,2019-11-13 04:59:28,2019-11-14 16:59:28
N15238,2019-11-13 04:21:53,2019-11-14 16:21:53
N44146,2019-11-12 05:38:31,2019-11-13 17:38:31
N64858,2019-11-13 04:17:07,2019-11-14 16:17:07
N15450,2019-11-13 04:21:53,2019-11-14 16:21:53
N32774,2019-11-13 04:59:28,2019-11-14 16:59:28
N1105,2019-11-13 04:59:28,2019-11-14 16:59:28
N54634,2019-11-09 00:03:09,2019-11-10 12:03:09
N20049,2019-11-09 00:03:09,2019-11-10 12:03:09
N39738,2019-11-09 00:50:43,2019-11-10 12:50:43
N41188,2019-11-09 00:45:30,2019-11-10 12:45:30
N8170,2019-11-09 00:05:52,2019-11-10 12:05:52
N1294,2019-11-09 00:28:45,2019-11-10 12:28:45
N17130,2019-11-09 03:42:14,2019-11-10 15:42:14
N63583,2019-11-09 00:37:43,2019-11-10 12:37:43
N28934,2019-11-09 00:17:03,2019-11-10 12:17:03
N34799,2019-11-09 00:19:46,2019-11-10 12:19:46
N17087,2019-11-09 03:08:20,2019-11-10 15:08:20
N53373,2019-11-09 00:39:42,2019-11-10 12:39:42
N64550,2019-11-09 00:39:42,2019-11-10 12:39:42
N45543,2019-11-09 00:05:52,2019-11-10 12:05:52
N43500,2019-11-09 00:57:46,2019-11-10 12:57:46
N54287,2019-11-09 00:04:46,2019-11-10 12:04:46
N55743,2019-11-09 00:59:42,2019-11-10 12:59:42
N52694,2019-11-09 03:08:20,2019-11-10 15:08:20
N15160,2019-11-09 17:49:12,2019-11-11 05:49:12
N25295,2019-11-13 04:01:56,2019-11-14 16:01:56
N37905,2019-11-12 22:51:28,2019-11-14 10:51:28
N8262,2019-11-11 03:15:45,2019-11-12 15:15:45
N60612,2019-11-11 16:32:52,2019-11-13 04:32:52
N10121,2019-11-12 05:11:24,2019-11-13 17:11:24
N61371,2019-11-11 10:23:16,2019-11-12 22:23:16
N27055,2019-11-14 03:20:15,2019-11-15 15:20:15
N5358,2019-11-13 12:52:38,2019-11-15 00:52:38
N54393,2019-11-12 19:20:37,2019-11-14 07:20:37
N52997,2019-11-12 16:02:01,2019-11-14 04:02:01
N29822,2019-11-12 16:02:01,2019-11-14 04:02:01
N54442,2019-11-12 16:02:01,2019-11-14 04:02:01
N39360,2019-11-12 10:25:30,2019-11-13 22:25:30
N25480,2019-11-12 16:02:01,2019-11-14 04:02:01
N10480,2019-11-12 22:23:39,2019-11-14 10:23:39
N61950,2019-11-12 10:38:31,2019-11-13 22:38:31
N59170,2019-11-12 16:02:01,2019-11-14 04:02:01
N32097,2019-11-10 23:46:02,2019-11-12 11:46:02
N13833,2019-11-09 04:40:26,2019-11-10 16:40:26
N33069,2019-11-10 22:18:48,2019-11-12 10:18:48
N52697,2019-11-10 18:23:32,2019-11-12 06:23:32
N41704,2019-11-10 23:46:02,2019-11-12 11:46:02
N26965,2019-11-11 05:42:07,2019-11-12 17:42:07
N21036,2019-11-12 05:35:20,2019-11-13 17:35:20
N36049,2019-11-12 04:54:44,2019-11-13 16:54:44
N52752,2019-11-12 04:16:16,2019-11-13 16:16:16
N17571,2019-11-11 18:22:54,2019-11-13 06:22:54
N38263,2019-11-11 16:24:26,2019-11-13 04:24:26
N54916,2019-11-13 19:22:07,2019-11-15 07:22:07
N38080,2019-11-13 16:00:00,2019-11-15 04:00:00
N39073,2019-11-12 16:26:12,2019-11-14 04:26:12
N64334,2019-11-13 12:10:32,2019-11-15 00:10:32
N10565,2019-11-13 10:22:57,2019-11-14 22:22:57
N42602,2019-11-13 05:51:12,2019-11-14 17:51:12
N54803,2019-11-14 16:11:49,2019-11-16 04:11:49
N36288,2019-11-14 08:34:36,2019-11-15 20:34:36
N62805,2019-11-13 07:55:44,2019-11-14 19:55:44
N11681,2019-11-14 16:11:49,2019-11-16 04:11:49
N10051,2019-11-14 16:44:05,2019-11-16 04:44:05
N4485,2019-11-14 07:40:08,2019-11-15 19:40:08
N49973,2019-11-14 16:11:49,2019-11-16 04:11:49
N53075,2019-11-14 16:31:40,2019-11-16 04:31:40
N28861,2019-11-14 16:01:02,2019-11-16 04:01:02
N11784,2019-11-14 16:09:38,2019-11-16 04:09:38
N55322,2019-11-14 08:34:36,2019-11-15 20:34:36
N18644,2019-11-14 16:00:24,2019-11-16 04:00:24
N32237,2019-11-14 16:00:47,2019-11-16 04:00:47
N48707,2019-11-14 05:51:58,2019-11-15 17:51:58
N47906,2019-11-14 10:11:21,2019-11-15 22:11:21
N24017,2019-11-14 17:18:00,2019-11-16 05:18:00
N56966,2019-11-14 16:04:19,2019-11-16 04:04:19
N53630,2019-11-11 11:26:52,2019-11-12 23:26:52
N2960,2019-11-14 16:00:09,2019-11-16 04:00:09
N33297,2019-11-14 16:15:35,2019-11-16 04:15:35
N64919,2019-11-14 14:05:29,2019-11-16 02:05:29
N10032,2019-11-14 16:08:42,2019-11-16 04:08:42
N63415,2019-11-14 16:31:40,2019-11-16 04:31:40
N6051,2019-11-14 10:51:55,2019-11-15 22:51:55
N36931,2019-11-14 16:04:19,2019-11-16 04:04:19
N14285,2019-11-14 16:00:09,2019-11-16 04:00:09
N49872,2019-11-14 06:43:31,2019-11-15 18:43:31
N9846,2019-11-14 16:11:49,2019-11-16 04:11:49
N64459,2019-11-14 12:20:04,2019-11-16 00:20:04
N45612,2019-11-14 16:15:35,2019-11-16 04:15:35
N63342,2019-11-13 16:05:25,2019-11-15 04:05:25
N58617,2019-11-14 16:00:09,2019-11-16 04:00:09
N42849,2019-11-14 16:00:09,2019-11-16 04:00:09
N30689,2019-11-14 16:11:49,2019-11-16 04:11:49
N22975,2019-11-14 13:03:15,2019-11-16 01:03:15
N29490,2019-11-14 16:00:09,2019-11-16 04:00:09
N57359,2019-11-14 16:15:12,2019-11-16 04:15:12
N38294,2019-11-14 15:58:03,2019-11-16 03:58:03
N57007,2019-11-14 16:15:35,2019-11-16 04:15:35
N6645,2019-11-14 09:56:07,2019-11-15 21:56:07
N8468,2019-11-14 12:02:38,2019-11-16 00:02:38
N41979,2019-11-14 13:03:15,2019-11-16 01:03:15
N36779,2019-11-14 16:09:38,2019-11-16 04:09:38
N32207,2019-11-14 05:07:00,2019-11-15 17:07:00
N5981,2019-11-14 16:08:42,2019-11-16 04:08:42
N30290,2019-11-14 12:11:35,2019-11-16 00:11:35
N16120,2019-11-14 10:51:55,2019-11-15 22:51:55
N27807,2019-11-14 16:01:02,2019-11-16 04:01:02
N54792,2019-11-14 16:09:38,2019-11-16 04:09:38
N28307,2019-11-14 16:09:26,2019-11-16 04:09:26
N39369,2019-11-14 16:01:11,2019-11-16 04:01:11
N15678,2019-11-14 14:28:09,2019-11-16 02:28:09
N53346,2019-11-14 12:51:06,2019-11-16 00:51:06
N815,2019-11-09 19:51:16,2019-11-11 07:51:16
N51763,2019-11-09 05:32:56,2019-11-10 17:32:56
N10867,2019-11-09 00:34:48,2019-11-10 12:34:48
N20063,2019-11-09 05:21:00,2019-11-10 17:21:00
N39267,2019-11-09 05:24:00,2019-11-10 17:24:00
N64273,2019-11-09 00:06:44,2019-11-10 12:06:44
N46567,2019-11-09 00:08:23,2019-11-10 12:08:23
N37143,2019-11-09 08:46:56,2019-11-10 20:46:56
N58140,2019-11-09 04:46:15,2019-11-10 16:46:15
N13575,2019-11-10 05:53:08,2019-11-11 17:53:08
N35051,2019-11-09 03:14:00,2019-11-10 15:14:00
N30374,2019-11-09 04:21:51,2019-11-10 16:21:51
N24599,2019-11-09 00:04:46,2019-11-10 12:04:46
N51764,2019-11-10 00:10:46,2019-11-11 12:10:46
N33533,2019-11-09 00:26:16,2019-11-10 12:26:16
